,Product Id,Company Name,Price,Views,Rating,Review Votes
22,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,purchased phone december christmas present son called sprint activate phone find esn wasnt clear told come store research phone wasnt clear reached company inform esn wasnt clean told send phone send phone asked representative provide esn sure clear told didnt phone available guaranteed clear shouldve known wrong received second phone turned clear esn representative sprint informed seller phones aware esn isnt clear send phone asked refund phone shipping sent phones didnt clear esn received refund phone refund shipping wouldnt suggest buy,1,19
23,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phone good little slow phone old great phone temporary right thank great deal,4,0
24,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phones speaker little low overall happy phone purchase cell phone chubbietech satisfied,4,0
25,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phone great good condition daughter happy andriod user,5,0
26,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,reasons star rating opinion better iphone tends randomly crash randomly power good storage space battery usage camera,3,0
27,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phone works great problems,5,0
28,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,good condition work good,1,0
29,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,good phone great screen resolution storage low need sd card clear esn dont expect use things like freedompop,1,0
30,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,described fast ship,5,0
31,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,perfect way,5,0
32,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phones bad charger port want send,2,0
33,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,got phone great phone easy use,5,0
34,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phone great gotten old time replacementit great lasted,5,0
35,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,phone came great condition great price brings great memories owning phone,5,0
36,clear clean esn sprint epic g galaxy sphdfront cameraandroidsliderqwerty keyboardtouch screen,samsung,199,met expectations cant complain great price,5,0
37,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,phone working planning use whatsapp oh problem cant change idiom,5,0
38,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent product perfect condition,5,0
39,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent,5,0
40,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
41,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
42,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,like phone bought mom loves,2,0
43,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,came arabian keyboard,2,0
44,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,love phone problem problem onlyonce mic goes thats mic beating,3,0
45,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,love,5,0
46,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,practical userfriendly phone satisfied,5,0
47,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,sharp classy phone,5,0
48,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,good,5,0
49,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,gooddd,5,0
50,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,shipped quickly exactly expected,5,0
51,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,works wonderful price,4,0
52,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,bought alternative smart phone data plan use gophone payasyougo plan phone functions great radio music players good sound quality smart phone type features easier faster use smart phone software glitches documented nokia support site proved easily fixed nokia based features longer supported microsoft use features needed accessing web directly wifi connection data want pay privilege launching siteapplication new nokia browser pretty spartan appearance fast runs good stability big guy lands large size find qwerty keyboard pretty easy use like programmable hot keys onscreen shortcuts keeps launching items require data connections accident lighting thorough raised buttons tactile positive click response phone quirks airplane mode far tell flight profile doesnt able set broadcasting receiving functions turned main navigation buttonmouse little small doesnt respond expected recommend phone vendor highly want features smart phone dont need gps big data bill month bunch things dont need want life running smoothly,5,1
53,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,muy buen producto,5,0
54,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,phone trapped want simple phone old school flip phone want work blackberry somthing new isnt middle dimension frustration phone,2,0
55,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent,5,0
56,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,friend mentioned phone worth said thanks lot friend,4,0
57,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,unlocked gsm nokia asha philippines recently janfeb excellent problem functionality bought p sim card airport presto worked passed brother instant came visiting philippines soon easy use smart phones w touch screen surprised worked w easily read instructions operate ill buy like definitely upgraded version nokia unlocked gsm phone,5,1
58,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
59,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent phone youngest son walk reasonable options quality,5,0
60,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
61,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,solid phone,5,0
62,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,good choice,5,0
63,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,perfect practical easy handle good resolution packed,4,0
64,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent product righti recommend,5,0
65,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
66,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
67,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,nokia brand telephone good price excellent team gift daughter liked easy use affordable price recommend,5,1
68,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,let ive nokia user cell phone age years ago course year ventured samsung land phone died nokia went ive enjoyed nokia phonessecond ive looking qwerty phone internetvideomp playing capabilities asha fits strong build dropped numerous times phone intact like keyboard fan touchscreens didnt asha far sound think depends headphones earbuds produced loudness decibels listening experience mediocre bought buds db loudness sound better nokia xpress bit sucky downloaded opera browser phone works slightly better internet experience pretty easy wont video games sns dont pc dont reason use phonemy wish built antenna listen radio rds earbuds great phone want blackberrys dont want pay nokia asha great phone start withedit october found agino cm section telescoping stainless steel fm radio antenna mm plugto use playing radio speaker im enjoying phone im sitting outside friends desk,4,12
69,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,nokia asha unlocked gsm phone mp camera video qwertydependabletraditional nokia menusnot complicated like smart phonesdurableeasy use straighttalk internet wifi bluetooth,5,13
70,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,solidlybuilt unlocked phone update popular nokia c runs software goods bads good reception nice audio g supports bands att tmobile hspa refarmed pcs band bandthe keyboard pretty good firm nokia qwerty phones eg e comparable c keyboard obviously world market added european chars symbols keypad wifi works fine opera mini installed runs problems good way bit websurfing tried email social clients text messaging set normal inbox conversation modes ovi store app work couple features found appealing ability backup phone memory sd card ability lock keypad passcode manually automatically set time battery fairly good sized blj function keys dpad keys reassigned user defined shortcuts opinion worthy update g c league expensive e multitasking software price unlocked feature gsmg phone worth considering long knows getting nonsmart phone apps limited,5,17
71,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,hola compramos dos telfonos vienieron totalente diferentes uno vino con la batera daada se descarga de inmediato el otro telfono vino sin la tarjeta de memoria los teclados cargadores son muy distintosmi ta yo nos sentimos engaadas defraudadas,1,2
72,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,cellphone easy complete apps important contact people incorporated use wi fi connection satisfied purchased simple phone complete important,5,4
73,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,gracias llego el procto que compre llevo en el momento indicado en un buen envalaje lo recomiendo sastifactoriamente,5,0
74,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,freezes alot bought primarily playing music instead bb great phone sms rings loud body strong neat,4,1
75,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,keys little hard hit didnt expect spanish keyboard overall good phone,4,0
76,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,preface considered smartphone united states par android iphone windows phone basically feature phone says warranty warranty material came referenced latin american countries sure covered warranty returned amazons return window wasnt issue phone reviewpros phone great keyboard familiar eseries phones type keyboard interface sort modified symbian liked lot ways style hardware attractive gray nice color camera pretty decent considering megapixels email adequatecons ill start small issues work big problem ultimately decide return phone onboard social network apps fully functional update facebook twitter status rest soso ovi store general poor app store phone isnt able use old facebook app old e called snaptu facebook renamed facebook incompatible phone better apps ovi store browser mediocre barely passable gps phone nokiaovi maps incompatible bad nokia strength immediately eliminates phone smart phone said bought phone wife needed phone texts calls overlooked things problem overlook shabby flimsy piece metal supposed hold place standard sim card little piece metal barely attached phone lock place hold sim card sim card intermittently lose inside phone constantly lose signal battery readjust sim card work little ultimately repeat process way frustration worth bad basic phone calls texts email occasionally updating facebooktwitter status phone lot potential becuase problem sim card holder essentially unusable nokia phones years use lumia personally surprised nokia sloppy job important holds sim card place waste,2,9
77,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,received phone days ago consumer cellular sim card ready phone nice come close discovering things large number ring tones built,5,3
78,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,bought phone christmas present wanted bit advanced nokia c purchased amazon didnt want way smartphone words good feature phone smartphone features touch screen red favorite color went white c silver couldnt find silver asha amazon ive week works great best wifi feature gives access web purchasing data plan want access personal email facebook great calendar alarm clock text messaging camera missedreceived features c makes keeper little bigger wider screen big cant fit pocket purse use nokia charger c await arrival purple phone skin ill right ive nokia phones theyve let better,5,3
79,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,phone pretty good lycamobile plan thing awkward row letters compared phones devices blackberry trying type nokia mistyping ms ns espectially shift key need hit insert punctuation,4,2
80,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,loved looks like touch phone makes stylish classic,5,1
81,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,solution want looking economic sophisticated price good choice product receiverecommend,5,2
82,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,phone excellent phone great price impressed features phone recommend,5,1
83,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,problems setting correct time nokia asha customer support nokiacom accept inquiry asha phones product obsolete nokia customer support poor booklet came phone poorly written,3,5
84,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,good phone small screen capable performing basic functions calling messaging web browsing social networking wifi capability,4,1
85,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,ive long time user iphone finally got sick sold wanted simple phone going fits bill texting interface nice intuitive battery life stellar connects internet fine check email case emergency look directions etc basically able smartphone bells whistles physical keyboard nice os stable snappy things like calendar todo memos etcbackup snap insert sd card settings itunes want add music podcasts plug computer copy paste sd card youre donei buy phone definitely broke lost,5,2
86,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,phone like nokias feature phones great value durability phone buying nokia c great phone lasted years probably kept going hadnt accidentally jumped pool pocket p phone basically update c sleek small qwerty keyboard wifi internet browsing best phone youre looking functionality dont want throw hundreds dollars smartphone data planand buyer aware smartphone youre looking like smartphone disappointed youre looking toy pocket couple minutes tinker disappointed yes internet browser works screen small good recreational browsing use look things works fine social network apps dont use dont know work thats priority phone probably isnt best choice goes camera dont use cant speak quality camera important isnt best choicethe potential negative phone keys pretty small havent issue personally big hands annoyingi bought phone advantages owning smartphone longer battery life higher durability lower cost good accomplishing needs youre looking thing nokia definitely best way,5,12
87,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,love,5,0
88,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,sorry took long reply review purchase monthsthis phone clone phone hong kongthe quality fairall symbols dont matchsuch phone works think amazon boycott seller,2,0
89,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,bought gift mum loves strong durable phone good reception functions,5,0
90,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,incredible phone splaniish language dont understand international version lost money,1,0
91,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,bad,1,0
92,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,good,5,0
93,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,battery died hours,1,0
94,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent product,5,0
95,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,,5,0
96,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,connect gsm network,1,0
97,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,cell phone exceeded expectations user friendly works like said price amazingly cheap features enormous helpful,4,1
98,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,pros works fine easy use heavycons apps android iphone bb,4,1
99,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,went lots reviews different phone buying found phone pretty good problems far,5,1
100,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
101,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,ok phone dont like keyboard language options korean chinese,3,0
102,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excelente,5,0
103,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,phone works great looks great shipped quiet quickly issue european charger purchase microusb usb cable charge phone download update system way,4,0
104,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,ver good,5,0
105,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,pretty capable durable texting phone unlocked advertised version received arabic keys addition typical iso basic latin symbols missing like,3,2
106,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent phone special functions communicated social networks excellent operationali recommend excellent product,5,0
107,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,buy feels like pretended toy hand want kids ok,1,0
108,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,excellent phone adults recommend whatsapp internet app radio keyboard qwerty easy use display big visualiser funny,5,1
109,nokia asha unlocked gsm phone mp camera video qwerty keyboard wifi bluetooth fm radio sns integration mpmp player microsd slot white international versionwarranty,nokia,299,enjoyed nokia c phone years tired needed update asha phone symbian simple goodness higher quality set hardware screen sharper processor faster phone takes nice clear pictures pretty good ring alert tones discreet professional internet mail stuff actually useable tmobiles g network requires little data stay connected minumal plan strangely wifi receives signal insists network data probably setting menu toggled right setting want phone texts easily day battery convenient useable features crack open crackpipe internet constanly asha style future bet endrun type practical phone,5,1
118,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,exelente,5,0
119,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,phone works great price got ups ups guy dropped screen door big door,5,1
120,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,keeping mind sub phone generally advertised cheapest quadcore phone landvo l turned good phone exceeded expectations research landvo new company l model released march took risk isnt huge risk buying april reviews available main thing looking powerful inexpensive phone price point battery life major factor purchased phone basis phone price range time quadcore processor sports mah battery largest battery price point available modelsthere lot things immediately liked phone despite low resolution lack ips screen pretty crisp viewing angles decent battery life goodas averaging days average use charge day heavy use usually range isnt bad shocked build quality phone heavier namebrand competition size class weighty solid feel sides metal volume rocker power button creaks fits tightly fit finish notch believe screen plastic glass pros cons plastic screen susceptible scratching mean worry cracked screen drop phone phone came screen protector prefitted phone additional box included silicone case relatively simple nice touch especially owing fact noname brand phone unlikely party support cases suchhowever recommended phone time performance lackluster quadcore soc snappy small mb ram suffering android wary purchasing phone gb ram regretting point freeze stutter simplest tasks hammering text forth best efforts streamline system possible running smoothly fact didnt ram power android comfortably ready ditch phone newi completely changed tune wouldnt hesitate recommend phone heartbeat surprisingly landvo supported releasing official kitkat rom phone tech savvy boon kitkat actually streamlined google devices mb ram run comfortably bit resource hog point figured losei planning dumping phone anyways needless flashing kitkat world difference performance literally night day upgrading literally got rid lag experiencing phone fasti argue faster sero pro tablet running old venerable tegra processor demanding apps load quickly stuttering animations smooth joy use phoneif looking ridiculously cheap fast android phone good battery life good build quality looking hands going compete totl phones measly shouldnt expecting perfectly usable phone throw away price ive noticed vendors selling l android installed looks like new stock phone upgraded tech savvy comfortable flashing phone sure purchase installed love,5,16
121,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,good product recomended need fast good looking goodthank,5,9
122,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,autistic son glory lol thank,5,0
123,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,good phone glitchy laggy fee problems storage small gb camera poor quality im pretty certain buy galaxy camera install phone pretty great phone,4,0
124,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,problem taking phone straight talkthe phone came weeks thing didnt like camera horrible trying picture pictures wasnt clear,4,0
125,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,delivery fast overall quality phone like price cheap good quality camera feature use durable screen damaged inch drop suppose pay month willing buy real phone lose terrible,2,0
126,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,perfect,5,0
127,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,worked ok awhile time tap shuts,1,0
128,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,great phone sone happy needed extra microsd card storage,5,0
129,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,valid movilnet venezuela low memory bad camera low price great,3,0
130,landvo capacitive touch mtk quad core android g phone mb ram gb rom mp cam wifi gps black,htm,69,good excellent,5,0
